Store,DayOfWeek,Promo,SchoolHoliday,med_Sales
203,5,0,1,6396.5
203,5,0,0,5515
203,5,1,0,6307
203,5,1,1,6441
203,6,0,0,5741
204,1,0,0,5130
204,1,0,1,4959
204,1,1,0,7112
204,1,1,1,7338.5
204,2,0,0,4648
204,2,0,1,4832
204,2,1,0,6157
204,2,1,1,5802
204,3,0,1,4666
204,3,0,0,4813
204,3,1,0,5670
204,3,1,1,6151.5
204,4,0,1,4715
204,4,0,0,4855
204,4,1,0,5409
204,4,1,1,6324
204,5,0,1,4901.5
204,5,0,0,5400.5
204,5,1,0,6158
204,5,1,1,6644.5
204,6,0,0,4445.5
205,1,0,0,5506
205,1,0,1,6440
205,1,1,0,9860
205,1,1,1,9787
205,2,0,0,5041
205,2,0,1,5493
205,2,1,0,8042
205,2,1,1,8062
205,3,0,1,5031.5
205,3,0,0,4852
205,3,1,0,7098
205,3,1,1,7186
205,4,0,1,5351.5
205,4,0,0,4975
205,4,1,0,6948
205,4,1,1,7109.5
205,5,0,1,5777
205,5,0,0,5349
205,5,1,0,7190
205,5,1,1,7186.5
205,6,0,0,5462
206,1,0,0,6474
206,1,0,1,6320
206,1,1,0,9967
206,1,1,1,9448
206,2,0,0,6183.5
206,2,0,1,6315
206,2,1,0,8713.5
206,2,1,1,8324.5
206,3,0,1,5190
206,3,0,0,6125.5
206,3,1,0,7964
206,3,1,1,7465
206,4,0,1,6111
206,4,0,0,6750.5
206,4,1,0,8213
206,4,1,1,8272
206,5,0,1,5760
206,5,0,0,6558
206,5,1,0,7826
206,5,1,1,6888
206,6,0,0,4583
207,1,0,0,9486
207,1,0,1,10570
207,1,1,0,17516
207,1,1,1,17939
207,2,0,0,8643
207,2,0,1,8593
207,2,1,0,14098
207,2,1,1,13789
207,3,0,1,8633
207,3,0,0,8725
207,3,1,0,12421
207,3,1,1,12533.5
207,4,0,1,8966
207,4,0,0,8928
207,4,1,0,11569
207,4,1,1,11791
207,5,0,1,9557.5
207,5,0,0,9249
207,5,1,0,11378
207,5,1,1,10746
207,6,0,0,8030.5
208,1,0,0,2347
208,1,0,1,2529
208,1,1,0,3679
208,1,1,1,3820
208,2,0,0,2006
208,2,0,1,2163
208,2,1,0,3074
208,2,1,1,3096
208,3,0,1,2062
208,3,0,0,2085.5
208,3,1,0,3024
208,3,1,1,2893.5
208,4,0,1,2162
208,4,0,0,2067
208,4,1,0,2891
208,4,1,1,2958.5
208,5,0,1,2771.5
208,5,0,0,2568
208,5,1,0,3337
208,5,1,1,3354.5
208,6,0,0,3185
209,1,0,0,5108
209,1,0,1,7736
209,1,1,0,7450
209,1,1,1,8380
209,2,0,0,4726
209,2,0,1,6098.5
209,2,1,0,6369.5
209,2,1,1,7023.5
209,3,0,1,4978
209,3,0,0,4632
209,3,1,0,5700
209,3,1,1,7173.5
209,4,0,1,5811
209,4,0,0,5359
209,4,1,0,6208.5
209,4,1,1,7935
209,5,0,1,6171.5
209,5,0,0,5241
209,5,1,0,6043
209,5,1,1,6943
209,6,0,0,4715.5
209,7,0,0,1907.5
210,1,0,0,2485
210,1,0,1,2469
210,1,1,0,4245
210,1,1,1,4471
210,2,0,0,2305
210,2,0,1,2571
210,2,1,0,3748
210,2,1,1,3798
210,3,0,1,2387
210,3,0,0,2360
210,3,1,0,3550
210,3,1,1,3727.5
210,4,0,1,2278
210,4,0,0,2458
210,4,1,0,3379
210,4,1,1,3639
210,5,0,1,2619.5
210,5,0,0,2623.5
210,5,1,0,3812
210,5,1,1,3739.5
210,6,0,0,2899
211,1,0,0,12211
211,1,0,1,12880
211,1,1,0,18553
211,1,1,1,18313
211,2,0,0,11311
211,2,0,1,11639.5
211,2,1,0,16016
211,2,1,1,16188
211,3,0,1,10845.5
211,3,0,0,10861.5
211,3,1,0,13963
211,3,1,1,13474
211,4,0,1,11288
211,4,0,0,11223
211,4,1,0,14053
211,4,1,1,14026.5
211,5,0,1,11532.5
211,5,0,0,11169
211,5,1,0,13600
211,5,1,1,13105.5
211,6,0,0,9151
212,1,0,0,4005.5
212,1,0,1,4095
212,1,1,0,6335
212,1,1,1,6723
212,2,0,0,3814
212,2,0,1,3817
212,2,1,0,5504.5
212,2,1,1,5432.5
212,3,0,1,4275
212,3,0,0,4114
212,3,1,0,5625
212,3,1,1,5973
212,4,0,1,3900
212,4,0,0,3860
212,4,1,0,4801
212,4,1,1,5250
212,5,0,1,4159.5
212,5,0,0,4327
212,5,1,0,5091.5
212,5,1,1,5050
212,6,0,0,3429
213,1,0,0,6538
213,1,0,1,7003
213,1,1,0,11412.5
213,1,1,1,11595
213,2,0,0,6026.5
213,2,0,1,6291
213,2,1,0,9564
213,2,1,1,9907
213,3,0,1,6284
213,3,0,0,6272.5
213,3,1,0,9264.5
213,3,1,1,8896
213,4,0,1,6392
213,4,0,0,6094
213,4,1,0,8447
213,4,1,1,8863
213,5,0,1,6783.5
213,5,0,0,7059
213,5,1,0,9167
213,5,1,1,8974.5
213,6,0,0,7306
214,1,0,0,7021.5
214,1,0,1,7627
214,1,1,0,12795
214,1,1,1,12879
214,2,0,0,6540.5
214,2,0,1,6960
214,2,1,0,10068
214,2,1,1,10427
214,3,0,1,6909
214,3,0,0,6874.5
214,3,1,0,9373.5
214,3,1,1,9209
214,4,0,1,6941
214,4,0,0,6922.5
214,4,1,0,9053
214,4,1,1,9263
214,5,0,1,8268
214,5,0,0,8902.5
214,5,1,0,10574
214,5,1,1,9274.5
214,6,0,0,9802
215,1,0,0,4474
215,1,0,1,4947
215,1,1,0,9006
215,1,1,1,9407.5
215,2,0,0,4055.5
215,2,0,1,4725
215,2,1,0,7581
215,2,1,1,7509
215,3,0,1,4499
215,3,0,0,4212
215,3,1,0,6693.5
215,3,1,1,7789.5
215,4,0,1,4754.5
215,4,0,0,4457
215,4,1,0,6625
215,4,1,1,7179
215,5,0,1,5076
215,5,0,0,5145
215,5,1,0,7328
215,5,1,1,8523
215,6,0,0,6114.5
216,1,0,0,5888
216,1,0,1,6582
216,1,1,0,10563.5
216,1,1,1,10980.5
216,2,0,0,5496
216,2,0,1,6396
216,2,1,0,8361.5
216,2,1,1,8164
216,3,0,1,5756.5
216,3,0,0,5462.5
216,3,1,0,7644
216,3,1,1,8438
216,4,0,1,5894
216,4,0,0,5329.5
216,4,1,0,7508
216,4,1,1,7893
216,5,0,1,5654.5
216,5,0,0,5911.5
216,5,1,0,7752
216,5,1,1,7323.5
216,6,0,0,6530
217,1,0,0,4035
217,1,0,1,4293
217,1,1,0,5719
217,1,1,1,5745
217,2,0,0,3811
217,2,0,1,4068
217,2,1,0,5089
217,2,1,1,4830
217,3,0,1,3869
217,3,0,0,3923
217,3,1,0,4915.5
217,3,1,1,4691
217,4,0,1,3809.5
217,4,0,0,3926
217,4,1,0,4885
217,4,1,1,5355
217,5,0,1,4530
217,5,0,0,4156.5
217,5,1,0,4865
217,5,1,1,4829
217,6,0,0,4125.5
218,1,0,0,4930.5
218,1,0,1,4656
218,1,1,0,7139
218,1,1,1,6891.5
218,2,0,0,4867
218,2,0,1,4971
218,2,1,0,6481
218,2,1,1,6222
218,3,0,1,4563.5
218,3,0,0,4577.5
218,3,1,0,5849.5
218,3,1,1,6187.5
218,4,0,1,4846
218,4,0,0,4834
218,4,1,0,5802
218,4,1,1,6057
218,5,0,1,4463.5
218,5,0,0,4616.5
218,5,1,0,5426
218,5,1,1,5590.5
218,6,0,0,2462.5
219,1,0,0,3148.5
219,1,0,1,3005
219,1,1,0,4513
219,1,1,1,4237
219,2,0,0,2842.5
219,2,0,1,2973
219,2,1,0,3915
219,2,1,1,3584.5
219,3,0,1,2537.5
219,3,0,0,2836
219,3,1,0,3597.5
219,3,1,1,3513
219,4,0,1,2785
219,4,0,0,2733.5
219,4,1,0,3390
219,4,1,1,3305
219,5,0,1,2874
219,5,0,0,3046
219,5,1,0,3439
219,5,1,1,3241.5
219,6,0,0,1852
220,1,0,0,4234
220,1,0,1,4389
220,1,1,0,6827
220,1,1,1,6538.5
220,2,0,0,4055
220,2,0,1,4759
220,2,1,0,6253
220,2,1,1,6299
220,3,0,1,3669.5
220,3,0,0,3961
220,3,1,0,5582
220,3,1,1,5978
220,4,0,1,3976
220,4,0,0,3907
220,4,1,0,5208
220,4,1,1,5504
220,5,0,1,3897.5
220,5,0,0,4148
220,5,1,0,5166
220,5,1,1,4851
220,6,0,0,3709
221,1,0,0,4509.5
221,1,0,1,5159
221,1,1,0,7607
221,1,1,1,7831
221,2,0,0,4553
221,2,0,1,4557.5
221,2,1,0,6352.5
221,2,1,1,6489.5
221,3,0,1,4285
221,3,0,0,4499
221,3,1,0,5761
221,3,1,1,6344
221,4,0,1,4772
221,4,0,0,4916
221,4,1,0,5876.5
221,4,1,1,6455
221,5,0,1,5456
221,5,0,0,5437
221,5,1,0,6217.5
221,5,1,1,6586
221,6,0,0,5031
222,1,0,0,4651
222,1,0,1,4716
222,1,1,0,7574
222,1,1,1,7320
222,2,0,0,4182
222,2,0,1,4360.5
222,2,1,0,6381
222,2,1,1,6036
222,3,0,1,4103
222,3,0,0,4003.5
222,3,1,0,5610
222,3,1,1,5318.5
222,4,0,1,4239.5
222,4,0,0,4175
222,4,1,0,5573
222,4,1,1,5573.5
222,5,0,1,4476.5
222,5,0,0,4345
222,5,1,0,5460
222,5,1,1,5265.5
222,6,0,0,3128.5
223,1,0,0,5820
223,1,0,1,5816
223,1,1,0,10700.5
223,1,1,1,10405
223,2,0,0,5287
223,2,0,1,5241
223,2,1,0,8482
223,2,1,1,7897
223,3,0,1,5301
223,3,0,0,5885.5
223,3,1,0,8205
223,3,1,1,7596
223,4,0,1,4888.5
223,4,0,0,5684
223,4,1,0,7364
223,4,1,1,6903
223,5,0,1,6283.5
223,5,0,0,6619.5
223,5,1,0,8577
223,5,1,1,8043
223,6,0,0,5507
224,1,0,0,5281
224,1,0,1,5400
224,1,1,0,9088.5
224,1,1,1,9312
224,2,0,0,4876
224,2,0,1,5055.5
224,2,1,0,7028
224,2,1,1,7251.5
224,3,0,1,5087
224,3,0,0,5043
224,3,1,0,7027
224,3,1,1,7508
224,4,0,1,5079.5
224,4,0,0,5195
224,4,1,0,6817
224,4,1,1,6992.5
224,5,0,1,5269
224,5,0,0,5924
224,5,1,0,7035
224,5,1,1,7099
224,6,0,0,6537
225,1,0,0,4068
225,1,0,1,4576
225,1,1,0,7554
225,1,1,1,8058.5
225,2,0,0,3957.5
225,2,0,1,4138
225,2,1,0,6103.5
225,2,1,1,6275
225,3,0,1,4117
225,3,0,0,3901.5
225,3,1,0,5332.5
225,3,1,1,5563
225,4,0,1,4641.5
225,4,0,0,4507
225,4,1,0,5826
225,4,1,1,6051
225,5,0,1,5073
225,5,0,0,4726
225,5,1,0,5699
225,5,1,1,5585
225,6,0,0,3786
226,1,0,0,6627.5
226,1,0,1,6533
226,1,1,1,9078
226,1,1,0,10145
226,2,0,0,6353
226,2,0,1,5906
226,2,1,1,8551
226,2,1,0,8914
226,3,0,1,5359
226,3,0,0,5926
226,3,1,1,7575
226,3,1,0,8103.5
226,4,0,1,5651
226,4,0,0,6087
226,4,1,1,7031
226,4,1,0,7743.5
226,5,0,1,5862.5
226,5,0,0,6467
226,5,1,1,7222.5
226,5,1,0,8002
226,6,0,1,4815.5
226,6,0,0,5845.5
227,1,0,0,5444
227,1,0,1,5378
227,1,1,0,8165
227,1,1,1,7542
227,2,0,0,4860
227,2,0,1,4870
227,2,1,0,7185
227,2,1,1,6738
227,3,0,1,4866
227,3,0,0,4924
227,3,1,0,6664
227,3,1,1,6348
227,4,0,1,4544
227,4,0,0,4787
227,4,1,0,6289.5
227,4,1,1,5880
227,5,0,1,5247.5
227,5,0,0,5763
227,5,1,0,6852.5
227,5,1,1,6109.5
227,6,0,0,4180
228,1,0,0,6196.5
228,1,0,1,7397
228,1,1,0,9684.5
228,1,1,1,10396
228,2,0,0,6252
228,2,0,1,6614
228,2,1,0,8537.5
228,2,1,1,8678.5
228,3,0,1,6373
228,3,0,0,6327
228,3,1,0,8072.5
228,3,1,1,8345
228,4,0,1,6472
228,4,0,0,6325
228,4,1,0,8137
228,4,1,1,7852
228,5,0,1,7006
228,5,0,0,7484.5
228,5,1,0,8737
228,5,1,1,8098.5
228,6,0,0,7880
229,1,0,0,6591
229,1,0,1,7067
229,1,1,0,11139
229,1,1,1,11886
229,2,0,0,6379
229,2,0,1,6899
229,2,1,0,9262.5
229,2,1,1,10029
229,3,0,1,6527
229,3,0,0,6398
229,3,1,0,8897
229,3,1,1,8901.5
229,4,0,1,6894
229,4,0,0,6765
229,4,1,0,9141
229,4,1,1,9859
229,5,0,1,7715
229,5,0,0,7783
229,5,1,0,9894
229,5,1,1,9209
229,6,0,0,7511
230,1,0,0,6609
230,1,0,1,6520
230,1,1,0,9532
230,1,1,1,9346
230,2,0,0,5906
230,2,0,1,5833
230,2,1,0,8305.5
230,2,1,1,7896.5
230,3,0,1,6145
230,3,0,0,6020
230,3,1,0,7667
230,3,1,1,7649.5
230,4,0,1,5790.5
230,4,0,0,6179
230,4,1,0,7599.5
230,4,1,1,7599
230,5,0,1,6633
230,5,0,0,7001
230,5,1,0,7865
230,5,1,1,7340
230,6,0,0,6815
231,1,0,0,3408
231,1,0,1,3836
231,1,1,0,6301
231,1,1,1,6630.5
231,2,0,0,3180
231,2,0,1,3779
231,2,1,0,5474
231,2,1,1,5194
231,3,0,1,3284
231,3,0,0,3464
231,3,1,0,4968.5
231,3,1,1,5738.5
231,4,0,1,3428
231,4,0,0,3443
231,4,1,0,4877
231,4,1,1,5536
231,5,0,1,3782
231,5,0,0,4162.5
231,5,1,0,5666
231,5,1,1,6163
231,6,0,0,4824.5
232,1,0,0,2364
232,1,0,1,2749
232,1,1,0,4507.5
232,1,1,1,4741.5
232,2,0,0,2411
232,2,0,1,2355
232,2,1,1,3723
232,2,1,0,3588
232,3,0,1,2533.5
232,3,0,0,2429
232,3,1,1,3384
232,3,1,0,3529
232,4,0,1,2614.5
232,4,0,0,2712
232,4,1,1,3834.5
232,4,1,0,3661
232,5,0,1,3954
232,5,0,0,3342
232,5,1,0,4345
232,5,1,1,4179
232,6,0,0,2781.5
233,1,0,0,8501.5
233,1,0,1,8470
233,1,1,1,12130
233,1,1,0,12415
233,2,0,0,7971
233,2,0,1,7764.5
233,2,1,1,10815
233,2,1,0,11011
233,3,0,1,7395
233,3,0,0,7883
233,3,1,1,9840
233,3,1,0,10137.5
233,4,0,1,7900.5
233,4,0,0,7942
233,4,1,1,9522.5
233,4,1,0,9950.5
233,5,0,1,8135
233,5,0,0,8329
233,5,1,1,9090
233,5,1,0,10042
233,6,0,1,7575.5
233,6,0,0,8147
234,1,0,0,7982.5
234,1,0,1,8959
234,1,1,0,17940
234,1,1,1,17756
234,2,0,0,7372
234,2,0,1,8355
234,2,1,0,13640
234,2,1,1,13369
234,3,0,1,7762.5
234,3,0,0,7765.5
234,3,1,0,12285.5
234,3,1,1,12619
234,4,0,1,7716
234,4,0,0,7795.5
234,4,1,0,11152
234,4,1,1,11539
234,5,0,1,8567
234,5,0,0,9123.5
234,5,1,0,11851
234,5,1,1,10609
234,6,0,0,9442
235,1,0,0,4604
235,1,0,1,5146
235,1,1,1,9766
235,1,1,0,9315
235,2,0,0,4451
235,2,0,1,4630.5
235,2,1,1,7870
235,2,1,0,7405
235,3,0,1,4325
235,3,0,0,4525
235,3,1,1,6520
235,3,1,0,6701.5
235,4,0,1,4679.5
235,4,0,0,4582
235,4,1,1,6665
235,4,1,0,6787
235,5,0,1,5463
235,5,0,0,5266
235,5,1,1,6415
235,5,1,0,6823
235,6,0,1,3956.5
235,6,0,0,3873.5
236,1,0,0,6637.5
236,1,0,1,6840
236,1,1,0,10344
236,1,1,1,9908
236,2,0,0,6239
236,2,0,1,6188
236,2,1,0,8923
236,2,1,1,8103
236,3,0,1,6179
236,3,0,0,5973.5
236,3,1,0,8005
236,3,1,1,7568.5
236,4,0,1,5861.5
236,4,0,0,6026
236,4,1,0,7615
236,4,1,1,7308
236,5,0,1,6923
236,5,0,0,6535
236,5,1,0,7985
236,5,1,1,7586
236,6,0,0,4257
237,1,0,0,4666.5
237,1,0,1,4573
237,1,1,0,5732
237,1,1,1,5466
237,2,0,0,4143
237,2,0,1,4113
237,2,1,0,4978
237,2,1,1,4710
237,3,0,1,3772
237,3,0,0,4108.5
237,3,1,0,4739
237,3,1,1,4820.5
237,4,0,1,4017.5
237,4,0,0,4036
237,4,1,0,4564
237,4,1,1,4470
237,5,0,1,4339.5
237,5,0,0,4318
237,5,1,0,4823
237,5,1,1,4497.5
237,6,0,0,3672
238,1,0,0,6890
238,1,0,1,8065.5
238,1,1,0,10876
238,1,1,1,10636
238,2,0,0,6264
238,2,0,1,7054.5
238,2,1,0,9141.5
238,2,1,1,9183
238,3,0,1,6249
238,3,0,0,6152
238,3,1,0,8498.5
238,3,1,1,8410.5
238,4,0,1,6659
238,4,0,0,6287
238,4,1,0,8243
238,4,1,1,8616
238,5,0,1,6480
238,5,0,0,6633
238,5,1,0,8151
238,5,1,1,8690
238,6,0,0,5674
239,1,0,0,3939
239,1,0,1,4305
239,1,1,0,7125
239,1,1,1,7144.5
239,2,0,0,3477.5
239,2,0,1,3663
239,2,1,0,5664
239,2,1,1,5785.5
239,3,0,1,3349.5
239,3,0,0,3608.5
239,3,1,0,5309.5
239,3,1,1,5281
239,4,0,1,3941
239,4,0,0,3759
239,4,1,0,5493
239,4,1,1,5340
239,5,0,1,4013
239,5,0,0,4406.5
239,5,1,0,5770
239,5,1,1,5149.5
239,6,0,0,5049
240,1,0,0,4409.5
240,1,0,1,4548
240,1,1,0,6420
240,1,1,1,6315
240,2,0,0,4112
240,2,0,1,4045.5
240,2,1,0,5528
240,2,1,1,5220
240,3,0,1,4259.5
240,3,0,0,4250
240,3,1,0,5446
240,3,1,1,5088
240,4,0,1,3832
240,4,0,0,4078
240,4,1,0,5068
240,4,1,1,4801
240,5,0,1,4475
240,5,0,0,4328
240,5,1,0,5214
240,5,1,1,4880
240,6,0,0,3802.5
241,1,0,0,5247.5
241,1,0,1,5762
241,1,1,0,8847.5
241,1,1,1,8897.5
241,2,0,0,4920
241,2,0,1,5293
241,2,1,0,7429.5
241,2,1,1,7131.5
241,3,0,1,4883
241,3,0,0,5334.5
241,3,1,0,6778.5
241,3,1,1,6577
241,4,0,1,4984
241,4,0,0,5294
241,4,1,0,6439
241,4,1,1,6350
241,5,0,1,5609.5
241,5,0,0,6146.5
241,5,1,0,7215
241,5,1,1,6750
241,6,0,0,6365
242,1,0,0,2924.5
242,1,0,1,3181
242,1,1,1,7697
242,1,1,0,6795
242,2,0,0,2660
242,2,0,1,2929
242,2,1,1,5236
242,2,1,0,4775
242,3,0,1,2845
242,3,0,0,2649
242,3,1,1,4298
242,3,1,0,4320.5
242,4,0,1,3325.5
242,4,0,0,2980
242,4,1,1,4525
242,4,1,0,4507.5
242,5,0,1,3503
242,5,0,0,3687
242,5,1,1,4545.5
242,5,1,0,4939
242,6,0,1,2974.5
242,6,0,0,3124
243,1,0,0,5331.5
243,1,0,1,5984
243,1,1,0,10426
243,1,1,1,11224
243,2,0,0,5307.5
243,2,0,1,6301
243,2,1,0,9226
243,2,1,1,9961
243,3,0,1,5883.5
243,3,0,0,5354
243,3,1,0,8044.5
243,3,1,1,8877.5
243,4,0,1,6286
243,4,0,0,5248
243,4,1,0,7743
243,4,1,1,8914.5
243,5,0,1,5674
243,5,0,0,5598
243,5,1,0,7331
243,5,1,1,8283.5
243,6,0,0,5472
244,1,0,0,3554.5
244,1,0,1,3990
244,1,1,0,8019
244,1,1,1,8315.5
244,2,0,0,3467.5
244,2,0,1,3621
244,2,1,0,6309
244,2,1,1,6345
244,3,0,1,3810.5
244,3,0,0,3632
244,3,1,0,5823.5
244,3,1,1,5991
244,4,0,1,3420
244,4,0,0,3657.5
244,4,1,0,5413
244,4,1,1,5436
244,5,0,1,4097.5
244,5,0,0,4419.5
244,5,1,0,5994
244,5,1,1,5342
244,6,0,0,4833
245,1,0,0,8429
245,1,0,1,8607
245,1,1,1,10998
245,1,1,0,11393
245,2,0,0,7610
245,2,0,1,7585.5
245,2,1,1,9817
245,2,1,0,9863
245,3,0,1,7178
245,3,0,0,7462
245,3,1,1,9156
245,3,1,0,9528.5
245,4,0,1,7507
245,4,0,0,7538
245,4,1,1,8746.5
245,4,1,0,8975
245,5,0,1,7469
245,5,0,0,7910
245,5,1,1,8682
245,5,1,0,9249
245,6,0,1,7980.5
245,6,0,0,8541.5
246,1,0,0,6213
246,1,0,1,6523
246,1,1,0,9201.5
246,1,1,1,9094.5
246,2,0,0,5765
246,2,0,1,5956
246,2,1,0,8004.5
246,2,1,1,7786
246,3,0,1,5555
246,3,0,0,5558
246,3,1,0,7547.5
246,3,1,1,7216
246,4,0,1,5762
246,4,0,0,5961
246,4,1,0,7475
246,4,1,1,7308
246,5,0,1,6958
246,5,0,0,6389
246,5,1,0,7712
246,5,1,1,7895
246,6,0,0,5721.5
247,1,0,0,6557.5
247,1,0,1,7455
247,1,1,1,13200
247,1,1,0,12401
247,2,0,0,6137
247,2,0,1,6520
247,2,1,1,9994
247,2,1,0,9688
247,3,0,1,6164
247,3,0,0,6288
247,3,1,1,9700
247,3,1,0,8899.5
247,4,0,1,7006
247,4,0,0,6478
247,4,1,1,9025
247,4,1,0,9333.5
247,5,0,1,7034
247,5,0,0,7549
247,5,1,1,9112.5
247,5,1,0,9501
247,6,0,1,6900
247,6,0,0,7582.5
248,1,0,0,6880
248,1,0,1,7668
248,1,1,0,10644
248,1,1,1,10740
248,2,0,0,6630
248,2,0,1,7193.5
248,2,1,0,9412.5
248,2,1,1,9528
248,3,0,1,7337
248,3,0,0,6624
248,3,1,0,8608
248,3,1,1,9414
248,4,0,1,6898.5
248,4,0,0,7062
248,4,1,0,8429
248,4,1,1,8592
248,5,0,1,7543
248,5,0,0,7361
248,5,1,0,8326.5
248,5,1,1,8375
248,6,0,0,6942
249,1,0,0,4421
249,1,0,1,4569
249,1,1,0,6699
249,1,1,1,6754
249,2,0,0,4113
249,2,0,1,4209.5
249,2,1,0,5644
249,2,1,1,5607.5
249,3,0,1,4140
249,3,0,0,4128
249,3,1,0,5148
249,3,1,1,5444.5
249,4,0,1,4344
249,4,0,0,4457
249,4,1,0,5536
249,4,1,1,5954
249,5,0,1,4797
249,5,0,0,5041
249,5,1,0,5796.5
249,5,1,1,5821
249,6,0,0,4454.5
250,1,0,0,6415.5
250,1,0,1,6744
250,1,1,1,13678
250,1,1,0,12921
250,2,0,0,6093
250,2,0,1,5723
250,2,1,1,10637
250,2,1,0,10115
250,3,0,1,5869
250,3,0,0,6183
250,3,1,1,9222
250,3,1,0,9667
250,4,0,1,5808
250,4,0,0,6154
250,4,1,1,8616.5
250,4,1,0,9052
250,5,0,1,6492
250,5,0,0,6984
250,5,1,1,8635.5
250,5,1,0,9246
250,6,0,1,7415.5
250,6,0,0,7836
251,1,0,0,16724
251,1,0,1,16911
251,1,1,0,23774
251,1,1,1,23833
251,2,0,0,16132
251,2,0,1,16362
251,2,1,0,21450
251,2,1,1,20863.5
251,3,0,1,15195
251,3,0,0,16245.5
251,3,1,0,19888
251,3,1,1,19278
251,4,0,1,15854
251,4,0,0,16404
251,4,1,0,19536
251,4,1,1,18794
251,5,0,1,15821.5
251,5,0,0,16804
251,5,1,0,19048
251,5,1,1,16728.5
251,6,0,0,17995
252,1,0,0,7667
252,1,0,1,9045
252,1,1,0,15903
252,1,1,1,16653
252,2,0,0,7407
252,2,0,1,8539
252,2,1,0,12519.5
252,2,1,1,13256
252,3,0,1,8212.5
252,3,0,0,7989.5
252,3,1,0,11722
252,3,1,1,12724
252,4,0,1,8552
252,4,0,0,8191.5
252,4,1,0,11126
252,4,1,1,11512
252,5,0,1,9320
252,5,0,0,8826.5
252,5,1,0,11466
252,5,1,1,10782.5
252,6,0,0,9237
253,1,0,0,4655
253,1,0,1,4858
253,1,1,0,9643
253,1,1,1,10032
253,2,0,0,4340.5
253,2,0,1,4699
253,2,1,0,7671
253,2,1,1,7374.5
253,3,0,1,4005
253,3,0,0,4294
253,3,1,0,6577.5
253,3,1,1,6715
253,4,0,1,4013
253,4,0,0,4282.5
253,4,1,0,6006
253,4,1,1,6197
253,5,0,1,4296.5
253,5,0,0,4576
253,5,1,0,5935
253,5,1,1,5581.5
253,6,0,0,3905
254,1,0,0,2217
254,1,0,1,2315
254,1,1,0,3893
254,1,1,1,3919
254,2,0,0,1996
254,2,0,1,2190
254,2,1,0,3290.5
254,2,1,1,3381
254,3,0,1,2058
254,3,0,0,2167
254,3,1,0,3171
254,3,1,1,3178
254,4,0,1,2025
254,4,0,0,2135
254,4,1,0,3026
254,4,1,1,3063
254,5,0,1,2718
254,5,0,0,2634.5
254,5,1,0,3586
254,5,1,1,3385
254,6,0,0,3320
255,1,0,0,4846
255,1,0,1,5206
255,1,1,0,8154.5
255,1,1,1,8430.5
255,2,0,0,4403
255,2,0,1,5122
255,2,1,0,6764
255,2,1,1,6751.5
255,3,0,1,4530.5
255,3,0,0,4743.5
255,3,1,0,6535.5
255,3,1,1,6637
255,4,0,1,4787
255,4,0,0,4739
255,4,1,0,6286
255,4,1,1,6365
255,5,0,1,5203.5
255,5,0,0,5602.5
255,5,1,0,6954
255,5,1,1,6101.5
255,6,0,0,6389
256,1,0,0,7291
256,1,0,1,8831
256,1,1,0,13983.5
256,1,1,1,14457
256,2,0,0,7238
256,2,0,1,8358
256,2,1,0,12091
256,2,1,1,12601
256,3,0,1,7567.5
256,3,0,0,7447
256,3,1,0,10523
256,3,1,1,12112
256,4,0,1,8036
256,4,0,0,7430
256,4,1,0,10241
256,4,1,1,11830
256,5,0,1,7621.5
256,5,0,0,8084.5
256,5,1,0,9952
256,5,1,1,9448.5
256,6,0,0,9247
257,1,0,0,5380.5
257,1,0,1,5934
257,1,1,0,7596
257,1,1,1,7164
257,2,0,0,4729
257,2,0,1,5336.5
257,2,1,0,6453
257,2,1,1,6416
257,3,0,1,4762.5
257,3,0,0,4471.5
257,3,1,0,5962
257,3,1,1,6158
257,4,0,1,5103
257,4,0,0,4757
257,4,1,0,5767
257,4,1,1,5972
257,5,0,1,5515.5
257,5,0,0,4871
257,5,1,0,5896
257,5,1,1,5602
257,6,0,0,3132.5
258,1,0,0,5136.5
258,1,0,1,5980
258,1,1,0,7416
258,1,1,1,7851
258,2,0,0,4737
258,2,0,1,5254
258,2,1,0,6092
258,2,1,1,6041
258,3,0,1,5231
258,3,0,0,4701.5
258,3,1,0,5547.5
258,3,1,1,6543
258,4,0,1,5170
258,4,0,0,4921.5
258,4,1,0,5711
258,4,1,1,6582
258,5,0,1,5578
258,5,0,0,5704
258,5,1,0,6271
258,5,1,1,7335
258,6,0,0,4417
259,1,0,0,11417.5
259,1,0,1,10676
259,1,1,1,11656
259,1,1,0,12318.5
259,2,0,1,10742
259,2,0,0,10799
259,2,1,1,11763
259,2,1,0,12112
259,3,0,1,9732
259,3,0,0,10775
259,3,1,1,11682
259,3,1,0,12245.5
259,4,0,1,9518
259,4,0,0,11037.5
259,4,1,1,11138
259,4,1,0,12314
259,5,0,1,9717
259,5,0,0,11230.5
259,5,1,1,11036.5
259,5,1,0,12569
259,6,0,1,8270
259,6,0,0,8526
259,7,0,1,14010.5
259,7,0,0,15002.5
260,1,0,0,6421.5
260,1,0,1,6845
260,1,1,0,7852
260,1,1,1,7938
260,2,0,0,5847
260,2,0,1,6433
260,2,1,0,6905
260,2,1,1,6849
260,3,0,1,6019
260,3,0,0,5848
260,3,1,0,6543
260,3,1,1,6759.5
260,4,0,1,6027
260,4,0,0,5875
260,4,1,0,6531
260,4,1,1,6716.5
260,5,0,1,6270
260,5,0,0,5949
260,5,1,0,6636
